PRIMARY ID,BREED,COLOR OF DOG,,,,,,,,
47062393,Mixed,None,,,,,,,,
47062392,Mixed,None,,,,,,,,
47062387,Pit,None,,,,,,,,
47062375,Chihuahua,None,,,,,,,,
47062359,Cane,None,,,,,,,,
47062356,Pit,None,,,,,,,,
47062355,Chihuahua,None,,,,,,,,
47062354,German,None,,,,,,,,
47062351,Siberian,None,,,,,,,,
47062351,Siberian,None,,,,,,,,
47062352,Cocker,None,,,,,,,,
47062353,Staffordshire,None,,,,,,,,
47062324,Australian,None,,,,,,,,
47062323,Siberian,None,,,,,,,,
47062327,Norfolk,None,,,,,,,,
47062330,Staffordshire,None,,,,,,,,
47062322,Terrier,None,,,,,,,,
47062314,Labrador,None,,,,,,,,
47062321,Australian,None,,,,,,,,
47062319,Australian,None,,,,,,,,
47062320,Catahoula,None,,,,,,,,
47062318,Australian,None,,,,,,,,
47062315,Australian,None,,,,,,,,
47062317,Australian,None,,,,,,,,
47062316,Catahoula,None,,,,,,,,
47062307,German,None,,,,,,,,
47062305,Labrador,None,,,,,,,,
47062295,Chihuahua,None,,,,,,,,
47062291,Pit,None,,,,,,,,
47062290,Mixed,None,,,,,,,,
47062284,Labrador,None,,,,,,,,
47062282,Pit,None,,,,,,,,
47062280,Beagle,None,,,,,,,,
47062279,Pit,None,,,,,,,,
47062273,Labrador,None,,,,,,,,
47062269,Pit,None,,,,,,,,
47062271,Labrador,None,,,,,,,,
47062274,Pit,None,,,,,,,,
47062277,Pit,None,,,,,,,,
47062267,Labrador,None,,,,,,,,
47062268,Pit,None,,,,,,,,
47062257,German,None,,,,,,,,
47062258,Labrador,None,,,,,,,,
47062260,Chihuahua,None,,,,,,,,
47062253,Cairn,None,,,,,,,,
47062255,Boxer,None,,,,,,,,
47062256,Pit,None,,,,,,,,
47062254,Labrador,None,,,,,,,,
47062250,Chihuahua,None,,,,,,,,
47062246,Boxer,None,,,,,,,,
47062247,Cairn,None,,,,,,,,
47062236,American,None,,,,,,,,
47062240,Pit,None,,,,,,,,
47062234,Pit,None,,,,,,,,
47062233,Rottweiler,None,,,,,,,,
47062237,Pit,None,,,,,,,,
47062238,Labrador,None,,,,,,,,
47062239,Labrador,None,,,,,,,,
47062245,American,None,,,,,,,,
47062122,Pit,Brindle,,,,,,,,
47062114,Labrador,None,,,,,,,,
47062217,Chihuahua,None,,,,,,,,
47062155,Labrador,Brown,,,,,,,,
47062151,Terrier,Black,,,,,,,,
47062147,Chihuahua,Brown,,,,,,,,
47062206,Labrador,None,,,,,,,,
47062210,German,None,,,,,,,,
47062211,German,None,,,,,,,,
47062208,Terrier,None,,,,,,,,
47062209,Boxer,None,,,,,,,,
47062204,Scottish,None,,,,,,,,
47062203,Chihuahua,None,,,,,,,,
47062200,Retriever,None,,,,,,,,
47062194,Terrier,None,,,,,,,,
47062193,Pit,None,,,,,,,,
47062190,Border,None,,,,,,,,
47062188,Mixed,None,,,,,,,,
47062191,Terrier,None,,,,,,,,
47062192,Husky,None,,,,,,,,
47062189,Feist,None,,,,,,,,
47062186,Labrador,None,,,,,,,,
47062185,Shepherd,None,,,,,,,,
47062179,Mixed,None,,,,,,,,
47062175,Chihuahua,None,,,,,,,,
47062149,Shepherd,None,,,,,,,,
47062166,Labrador,None,,,,,,,,
47062165,Terrier,None,,,,,,,,
47062164,Chihuahua,None,,,,,,,,
47062162,Cattle,None,,,,,,,,
47062160,Dachshund,None,,,,,,,,
47062161,Australian,None,,,,,,,,
47062159,German,None,,,,,,,,
47062145,Terrier,Black,,,,,,,,
47062121,Shepherd,None,,,,,,,,
47062146,Terrier,None,,,,,,,,
47044829,Chihuahua,Black,,,,,,,,
47062117,Husky,Bicolor,,,,,,,,
47062143,Pit,None,,,,,,,,
47062142,Hound,None,,,,,,,,
47062107,Mixed,None,,,,,,,,
47062131,Siberian,None,,,,,,,,
47061973,Terrier,Tricolor,,,,,,,,
47062128,Labrador,None,,,,,,,,
47062124,Chihuahua,None,,,,,,,,
47062123,Chihuahua,None,,,,,,,,
47062120,Chihuahua,None,,,,,,,,
47062119,Cavalier,None,,,,,,,,
47062118,Schnauzer,None,,,,,,,,
47062116,Cattle,None,,,,,,,,
47062115,Cattle,None,,,,,,,,
47062095,Border,None,,,,,,,,
47062110,Greyhound,None,,,,,,,,
47062111,Greyhound,None,,,,,,,,
47062086,Pit,Gray,,,,,,,,
47062031,Border,Black,,,,,,,,
47062015,German,Black,,,,,,,,
47062088,Mixed,None,,,,,,,,
47062102,Mixed,None,,,,,,,,
47062093,Shepherd,Brown,,,,,,,,
47062091,Rottweiler,None,,,,,,,,
47062042,German,None,,,,,,,,
47062052,Border,None,,,,,,,,
47062084,Australian,None,,,,,,,,
47062080,English,White,,,,,,,,
47062081,Labrador,Black,,,,,,,,
47062085,Chinese,White,,,,,,,,
47062082,Mastiff,Brindle,,,,,,,,
47062078,Beagle,None,,,,,,,,
47062057,Terrier,Tricolor,,,,,,,,
47062048,Rottweiler,Bicolor,,,,,,,,
47062075,Chinese,White,,,,,,,,
47062067,American,Black,,,,,,,,
47062032,Terrier,None,,,,,,,,
47062038,Pit,Brindle,,,,,,,,
47062062,Poodle,None,,,,,,,,
47062059,Golden,None,,,,,,,,
47061952,Rottweiler,Black,,,,,,,,
47062051,Greyhound,None,,,,,,,,
47062050,Greyhound,None,,,,,,,,
47062049,Greyhound,None,,,,,,,,
47062012,American,Brindle,,,,,,,,
47062044,Plott,Black,,,,,,,,
47062040,Labrador,None,,,,,,,,
47062006,Australian,None,,,,,,,,
47062035,Chihuahua,None,,,,,,,,
47053335,Jack,White,,,,,,,,
47062023,Rottweiler,Bicolor,,,,,,,,
47062017,Pug,None,,,,,,,,
47056832,Labrador,Brown,,,,,,,,
47061978,Yellow,None,,,,,,,,
47062027,Plott,Black,,,,,,,,
47062021,Mixed,White,,,,,,,,
47061960,Pit,Black,,,,,,,,
47061957,Jindo,Apricot,,,,,,,,
47061949,Catahoula,Merle,,,,,,,,
47061963,Labrador,White,,,,,,,,
47061948,Chihuahua,None,,,,,,,,
47061970,Shepherd,Black,,,,,,,,
47061942,Terrier,None,,,,,,,,
47062009,Pit,None,,,,,,,,
47061967,Chihuahua,Apricot,,,,,,,,
47061962,Pointer,Black,,,,,,,,
47061941,Shetland,None,,,,,,,,
47061999,Cocker,None,,,,,,,,
47061945,Mixed,White,,,,,,,,
47061943,Husky,Red,,,,,,,,
47061976,Patterdale,None,,,,,,,,
47061968,Hound,None,,,,,,,,
47061959,Mixed,Brown,,,,,,,,
47061965,Hound,None,,,,,,,,
47061946,Hound,Yellow,,,,,,,,
47061944,Hound,Brown,,,,,,,,
47061926,Australian,Red,,,,,,,,
47061923,Plott,Black,,,,,,,,
47061927,Jack,Black,,,,,,,,
47061846,Mixed,Black,,,,,,,,
47061911,Terrier,Brindle,,,,,,,,
47061928,Chihuahua,Brown,,,,,,,,
47061925,Chihuahua,None,,,,,,,,
47061938,Rottweiler,None,,,,,,,,
47061842,Shepherd,Yellow,,,,,,,,
47061918,Cattle,Tricolor,,,,,,,,
47061898,Hound,Brown,,,,,,,,
47061396,Labrador,None,,,,,,,,
47061884,Poodle,None,,,,,,,,
47061912,Shepherd,Black,,,,,,,,
47061844,Chiweenie,None,,,,,,,,
47061837,Boxer,Brindle,,,,,,,,
47061909,Chihuahua,None,,,,,,,,
47061848,Hound,Brown,,,,,,,,
47061900,Chihuahua,None,,,,,,,,
47061901,Chihuahua,None,,,,,,,,
47061836,Chiweenie,Black,,,,,,,,
47061055,Pit,Gray,,,,,,,,
47061879,Shepherd,None,,,,,,,,
47061883,Shepherd,None,,,,,,,,
47061882,Shepherd,None,,,,,,,,
47061880,Shepherd,None,,,,,,,,
47061881,Shepherd,None,,,,,,,,
47061877,Shepherd,None,,,,,,,,
47061878,Shepherd,None,,,,,,,,
47061875,Pit,None,,,,,,,,
47061820,Poodle,None,,,,,,,,
47061320,Greyhound,Gray,,,,,,,,
47061437,German,Bicolor,,,,,,,,
47061855,Terrier,None,,,,,,,,
47061854,Shepherd,None,,,,,,,,
47061824,Hound,White,,,,,,,,
47061577,Mixed,Apricot,,,,,,,,
47061843,Poodle,None,,,,,,,,
47061825,Shepherd,Bicolor,,,,,,,,
47061835,Husky,None,,,,,,,,
47061834,Chihuahua,None,,,,,,,,
47061833,Jack,None,,,,,,,,
47061580,Plott,Black,,,,,,,,
47061451,Mixed,Black,,,,,,,,
47061818,Beagle,Bicolor,,,,,,,,
47061584,Chiweenie,None,,,,,,,,
47061816,Corgi,None,,,,,,,,
47061541,Labrador,Red,,,,,,,,
47061449,Basenji,Tricolor,,,,,,,,
47061582,American,Bicolor,,,,,,,,
47061589,Labrador,Yellow,,,,,,,,
47061803,Pit,None,,,,,,,,
47061807,American,None,,,,,,,,
47061813,Australian,None,,,,,,,,
47061812,Labrador,None,,,,,,,,
47061814,Border,None,,,,,,,,
47061799,Chihuahua,None,,,,,,,,
47061800,Pit,None,,,,,,,,
47061801,Chihuahua,None,,,,,,,,
47061809,American,None,,,,,,,,
47061794,Chihuahua,None,,,,,,,,
47061808,English,None,,,,,,,,
47061798,Labrador,None,,,,,,,,
47061797,Chihuahua,None,,,,,,,,
47061811,Border,None,,,,,,,,
47061810,Labrador,None,,,,,,,,
47061785,Husky,None,,,,,,,,
47061756,German,None,,,,,,,,
47061760,German,None,,,,,,,,
47061770,Labrador,None,,,,,,,,
47061759,Boxer,None,,,,,,,,
47061754,German,None,,,,,,,,
47061767,Labrador,None,,,,,,,,
47061768,American,None,,,,,,,,
47061765,Terrier,None,,,,,,,,
47061744,Pit,None,,,,,,,,
47061743,Labrador,None,,,,,,,,
47061718,Pit,None,,,,,,,,
47061763,Pit,None,,,,,,,,
47061764,Pit,None,,,,,,,,
47061689,German,None,,,,,,,,
47061690,German,None,,,,,,,,
47061676,Staffordshire,None,,,,,,,,
47061674,Chihuahua,None,,,,,,,,
47061679,Siberian,None,,,,,,,,
47061669,Pit,None,,,,,,,,
47061670,American,None,,,,,,,,
47061659,Chihuahua,None,,,,,,,,
47061663,Rottweiler,None,,,,,,,,
47061662,Husky,None,,,,,,,,
47061668,Pit,None,,,,,,,,
47061661,Pit,None,,,,,,,,
47061667,Pit,None,,,,,,,,
47061658,Dachshund,None,,,,,,,,
47061665,German,None,,,,,,,,
47061389,Pit,Black,,,,,,,,
47061651,Mixed,None,,,,,,,,
47061650,Mixed,None,,,,,,,,
47061640,German,None,,,,,,,,
47061636,American,None,,,,,,,,
47061639,Rhodesian,None,,,,,,,,
47061632,Chihuahua,None,,,,,,,,
47061631,Chihuahua,None,,,,,,,,
47061623,Chihuahua,None,,,,,,,,
47061617,Husky,None,,,,,,,,
47061619,Miniature,None,,,,,,,,
47061624,Labrador,None,,,,,,,,
47061628,German,None,,,,,,,,
47061629,German,None,,,,,,,,
47061621,German,None,,,,,,,,
47061620,German,None,,,,,,,,
47061611,Chihuahua,None,,,,,,,,
47061598,Chihuahua,None,,,,,,,,
47061601,Pit,None,,,,,,,,
47061599,Labrador,None,,,,,,,,
47061600,Pit,None,,,,,,,,
47061602,Pit,None,,,,,,,,
47061603,Pit,None,,,,,,,,
47061597,Chihuahua,None,,,,,,,,
47061595,Chihuahua,None,,,,,,,,
47061596,Chihuahua,None,,,,,,,,
47061593,Pit,None,,,,,,,,
47061586,Pit,None,,,,,,,,
47061588,Pit,None,,,,,,,,
47061585,Pit,None,,,,,,,,
47061579,Labrador,Brown,,,,,,,,
47061461,Retriever,Yellow,,,,,,,,
47061455,Collie,None,,,,,,,,
47061462,Labrador,Yellow,,,,,,,,
47061253,Australian,Golden,,,,,,,,
47061564,Terrier,None,,,,,,,,
47061565,Border,None,,,,,,,,
47061561,German,None,,,,,,,,
47061560,German,None,,,,,,,,
47061545,Pit,None,,,,,,,,
47061540,Hound,None,,,,,,,,
47061539,Terrier,None,,,,,,,,
47061536,American,None,,,,,,,,
47061534,Mixed,None,,,,,,,,
47061535,Mixed,None,,,,,,,,
47061526,Pit,None,,,,,,,,
47061516,Shepherd,None,,,,,,,,
47061519,Shepherd,None,,,,,,,,
47061512,Chihuahua,None,,,,,,,,
47061515,Catahoula,None,,,,,,,,
47061513,Labrador,None,,,,,,,,
47061518,Chihuahua,None,,,,,,,,
47061514,Chihuahua,None,,,,,,,,
47061517,Chihuahua,None,,,,,,,,
47061524,Chihuahua,None,,,,,,,,
47061521,Chihuahua,None,,,,,,,,
47061523,Yorkshire,None,,,,,,,,
47061522,Chihuahua,None,,,,,,,,
47061510,Mixed,None,,,,,,,,
47061509,Shepherd,None,,,,,,,,
47061507,Cattle,None,,,,,,,,
47061501,Labrador,None,,,,,,,,
47061498,Labrador,None,,,,,,,,
47061499,Labrador,None,,,,,,,,
47061504,Beagle,None,,,,,,,,
47061502,Rhodesian,None,,,,,,,,
47061489,Mixed,None,,,,,,,,
47061493,American,None,,,,,,,,
47061492,Terrier,None,,,,,,,,
47061488,Doberman,None,,,,,,,,
47061487,Mixed,None,,,,,,,,
47061491,Labrador,None,,,,,,,,
47061476,German,None,,,,,,,,
47061474,Norfolk,None,,,,,,,,
47061464,Norfolk,None,,,,,,,,
47061470,Labrador,None,,,,,,,,
47061475,German,None,,,,,,,,
47061465,German,None,,,,,,,,
47061468,Labrador,None,,,,,,,,
47061454,Labrador,Brown,,,,,,,,
47061452,Shepherd,Bicolor,,,,,,,,
47061431,Yorkshire,None,,,,,,,,
47061444,Bearded,None,,,,,,,,
47061450,Labrador,Yellow,,,,,,,,
47061390,Mixed,Black,,,,,,,,
47061445,American,Tricolor,,,,,,,,
47061446,Basset,None,,,,,,,,
47061427,German,Bicolor,,,,,,,,
47061443,Hound,None,,,,,,,,
47061406,Jack,Black,,,,,,,,
47061417,Plott,Merle,,,,,,,,
47061310,Poodle,Apricot,,,,,,,,
47061398,Beagle,None,,,,,,,,
47061442,Hound,None,,,,,,,,
47061435,American,None,,,,,,,,
47061433,American,None,,,,,,,,
47061434,Beagle,None,,,,,,,,
47061430,English,None,,,,,,,,
47061391,Poodle,None,,,,,,,,
47061426,Siberian,None,,,,,,,,
47057663,Mixed,Apricot,,,,,,,,
47061401,Retriever,Black,,,,,,,,
47061378,German,Black,,,,,,,,
47061413,Pointer,None,,,,,,,,
47061412,Terrier,None,,,,,,,,
47061404,Siberian,None,,,,,,,,
47061403,Siberian,None,,,,,,,,
47061395,Yorkshire,None,,,,,,,,
47061379,Rottweiler,Black,,,,,,,,
47061388,German,Bicolor,,,,,,,,
47061368,Australian,Tricolor,,,,,,,,
47061372,Pit,Black,,,,,,,,
47061363,Siberian,Merle,,,,,,,,
47061383,Hound,None,,,,,,,,
47061285,Chihuahua,None,,,,,,,,
47061385,Boxer,Bicolor,,,,,,,,
47061367,American,Yellow,,,,,,,,
47061376,Retriever,Bicolor,,,,,,,,
47061313,Labrador,White,,,,,,,,
47061369,Labrador,None,,,,,,,,
47061261,Pit,Black,,,,,,,,
47061266,Shepherd,Black,,,,,,,,
47061359,Plott,Black,,,,,,,,
47061350,Chihuahua,None,,,,,,,,
47061277,Afghan,White,,,,,,,,
47061357,Border,Black,,,,,,,,
47061235,Australian,Merle,,,,,,,,
47061247,Belgian,Bicolor,,,,,,,,
47061315,Beagle,Red,,,,,,,,
47061354,Catahoula,None,,,,,,,,
47061355,Australian,None,,,,,,,,
47061353,Husky,None,,,,,,,,
47061352,Great,None,,,,,,,,
47061330,Australian,Black,,,,,,,,
47061351,Basset,None,,,,,,,,
47061239,Plott,Black,,,,,,,,
47061281,Collie,White,,,,,,,,
47061331,Chihuahua,None,,,,,,,,
47061324,Terrier,None,,,,,,,,
47061326,Shepherd,None,,,,,,,,
47061327,Chihuahua,None,,,,,,,,
47061322,Hound,None,,,,,,,,
47061323,Hound,None,,,,,,,,
47061265,Terrier,Brown,,,,,,,,
47061319,Terrier,None,,,,,,,,
47061318,Chihuahua,None,,,,,,,,
47061317,Terrier,None,,,,,,,,
47061279,Australian,Black,,,,,,,,
47061309,Hound,None,,,,,,,,
47061301,German,None,,,,,,,,
47061305,Black,None,,,,,,,,
47061304,Labrador,None,,,,,,,,
47061291,Schnauzer,None,,,,,,,,
47061289,Terrier,None,,,,,,,,
47061276,Saint,None,,,,,,,,
47060645,Poodle,Brown,,,,,,,,
47061263,Labrador,Black,,,,,,,,
47061234,Husky,Black,,,,,,,,
47061255,Basset,White,,,,,,,,
47061241,Hound,Tricolor,,,,,,,,
47061213,Australian,Brown,,,,,,,,
47061195,Old,None,,,,,,,,
47061175,Beagle,Golden,,,,,,,,
47061173,Beagle,Tricolor,,,,,,,,
47061056,Husky,Bicolor,,,,,,,,
47061165,American,Bicolor,,,,,,,,
47060679,Plott,Merle,,,,,,,,
47061158,Pit,Gray,,,,,,,,
47061232,German,None,,,,,,,,
47061231,Boxer,None,,,,,,,,
47061227,Spaniel,Black,,,,,,,,
47061141,Staffordshire,Gray,,,,,,,,
47061172,Terrier,Golden,,,,,,,,
47061221,Doberman,None,,,,,,,,
47061222,Husky,None,,,,,,,,
47061217,Chihuahua,None,,,,,,,,
47061215,Terrier,None,,,,,,,,
47060320,Mixed,None,,,,,,,,
47061153,German,Bicolor,,,,,,,,
47061210,Treeing,None,,,,,,,,
47061209,Pointer,None,,,,,,,,
47061203,Labrador,None,,,,,,,,
47061202,Boxer,None,,,,,,,,
47061204,American,None,,,,,,,,
47061201,Shepherd,None,,,,,,,,
47061198,Australian,None,,,,,,,,
47061200,Chihuahua,None,,,,,,,,
47061116,Basset,Bicolor,,,,,,,,
47061192,Boxer,None,,,,,,,,
47061148,Corgi,None,,,,,,,,
47061189,Terrier,None,,,,,,,,
47061188,Terrier,None,,,,,,,,
47061183,Terrier,None,,,,,,,,
47061182,Yorkshire,None,,,,,,,,
47061181,Terrier,None,,,,,,,,
47061179,Vizsla,None,,,,,,,,
47061180,Black,None,,,,,,,,
47061176,Black,None,,,,,,,,
47061177,Black,None,,,,,,,,
47061178,American,None,,,,,,,,
47060728,Maltese,White,,,,,,,,
47061157,Chocolate,Brown,,,,,,,,
47061134,Chihuahua,Black,,,,,,,,
47061171,Dachshund,None,,,,,,,,
47061168,German,None,,,,,,,,
47061167,German,None,,,,,,,,
47061146,Husky,Black,,,,,,,,
47061160,Labrador,White,,,,,,,,
47061156,Pit,Black,,,,,,,,
47061131,Terrier,Brown,,,,,,,,
47061152,Labrador,White,,,,,,,,
47061147,Belgian,Yellow,,,,,,,,
47061155,Mixed,Brindle,,,,,,,,
47061135,Pit,Merle,,,,,,,,
47061132,Boxer,Brindle,,,,,,,,
47061109,Labrador,Yellow,,,,,,,,
47061142,Labrador,Sable,,,,,,,,
47061145,Pit,None,,,,,,,,
47061076,Australian,Golden,,,,,,,,
47061121,Labrador,Sable,,,,,,,,
47060857,Pit,Bicolor,,,,,,,,
47061125,Bernese,Black,,,,,,,,
47061070,Beagle,Red,,,,,,,,
47061118,Terrier,Apricot,,,,,,,,
47060729,Greyhound,White,,,,,,,,
47061114,Terrier,White,,,,,,,,
47061117,Hound,None,,,,,,,,
47061049,Doberman,Bicolor,,,,,,,,
47060699,German,White,,,,,,,,
47061110,Belgian,None,,,,,,,,
47061075,American,White,,,,,,,,
47061102,Labrador,None,,,,,,,,
47061103,Border,None,,,,,,,,
47061094,American,None,,,,,,,,
47061101,American,None,,,,,,,,
47061100,Pit,None,,,,,,,,
47061088,Dachshund,None,,,,,,,,
47061085,American,None,,,,,,,,
47061084,American,None,,,,,,,,
47061086,Labrador,None,,,,,,,,
47061081,Terrier,None,,,,,,,,
47061080,Maltese,None,,,,,,,,
47061079,Schnauzer,None,,,,,,,,
47061078,German,None,,,,,,,,
47061069,Poodle,None,,,,,,,,
47061065,Hound,None,,,,,,,,
47061064,Beagle,None,,,,,,,,
47061059,Border,None,,,,,,,,
47061058,Border,None,,,,,,,,
47061050,Great,Black,,,,,,,,
47060812,Labrador,Sable,,,,,,,,
47060680,American,White,,,,,,,,
47060856,Terrier,Gray,,,,,,,,
47061048,German,None,,,,,,,,
47061047,Pointer,None,,,,,,,,
47061041,Labrador,None,,,,,,,,
47061036,Chihuahua,None,,,,,,,,
47061038,German,None,,,,,,,,
47061039,Border,None,,,,,,,,
47061035,Labrador,None,,,,,,,,
47061034,Poodle,None,,,,,,,,
47061023,Siberian,None,,,,,,,,
47061024,Chihuahua,None,,,,,,,,
47061027,American,None,,,,,,,,
47061014,Siberian,None,,,,,,,,
47061007,Mixed,None,,,,,,,,
47061012,Siberian,None,,,,,,,,
47061011,Pit,None,,,,,,,,
47061005,Hound,None,,,,,,,,
47061003,Hound,None,,,,,,,,
47061002,Mixed,None,,,,,,,,
47061004,Hound,None,,,,,,,,
47061006,Hound,None,,,,,,,,
47060990,German,None,,,,,,,,
47060992,Schnauzer,None,,,,,,,,
47060985,Labrador,None,,,,,,,,
47060988,Chihuahua,None,,,,,,,,
47060999,Mixed,None,,,,,,,,
47060987,Labrador,None,,,,,,,,
47060979,Mixed,None,,,,,,,,
47060980,Border,None,,,,,,,,
47060981,Pit,None,,,,,,,,
47060982,Australian,None,,,,,,,,
47060967,Terrier,None,,,,,,,,
47060974,Mixed,None,,,,,,,,
47060976,Mixed,None,,,,,,,,
47060977,Mixed,None,,,,,,,,
47060971,Mixed,None,,,,,,,,
47060970,Mixed,None,,,,,,,,
47060969,Mixed,None,,,,,,,,
47060978,Mixed,None,,,,,,,,
47060975,Mixed,None,,,,,,,,
47060973,Mixed,None,,,,,,,,
47060966,German,None,,,,,,,,
47060961,Chow,None,,,,,,,,
47060964,Australian,None,,,,,,,,
47060952,Pit,None,,,,,,,,
47060959,American,None,,,,,,,,
47060960,Pit,None,,,,,,,,
47060958,Pit,None,,,,,,,,
47060945,Labrador,None,,,,,,,,
47060947,German,None,,,,,,,,
47060923,Chihuahua,None,,,,,,,,
47060922,Chihuahua,None,,,,,,,,
47060921,Chihuahua,None,,,,,,,,
47060927,American,None,,,,,,,,
47060934,German,None,,,,,,,,
47060913,Labrador,None,,,,,,,,
47060912,Labrador,None,,,,,,,,
47060914,Labrador,None,,,,,,,,
47060911,Labrador,None,,,,,,,,
47060897,Labrador,None,,,,,,,,
47060898,Labrador,None,,,,,,,,
47060885,Pit,None,,,,,,,,
47060878,Pit,None,,,,,,,,
47060871,Pit,None,,,,,,,,
47060869,Great,None,,,,,,,,
47060864,Mastiff,None,,,,,,,,
47060868,Labrador,None,,,,,,,,
47060867,German,None,,,,,,,,
47060859,Siberian,None,,,,,,,,
47060860,Mixed,None,,,,,,,,
47060718,Chow,Black,,,,,,,,
47060646,Chow,Black,,,,,,,,
47060787,Terrier,Black,,,,,,,,
47060734,Chow,Black,,,,,,,,
47060853,Miniature,None,,,,,,,,
47060849,Pit,None,,,,,,,,
47060840,Australian,None,,,,,,,,
47060850,Mixed,None,,,,,,,,
47060851,Poodle,None,,,,,,,,
47060837,Pekingese,None,,,,,,,,
47060835,Terrier,None,,,,,,,,
47060830,American,None,,,,,,,,
47060831,Retriever,None,,,,,,,,
47060822,Mixed,None,,,,,,,,
47060816,Mixed,None,,,,,,,,
47060817,Mixed,None,,,,,,,,
47060819,Mixed,None,,,,,,,,
47060813,Labrador,None,,,,,,,,
47060809,Cairn,None,,,,,,,,
47060805,Mixed,None,,,,,,,,
47060811,Akita,None,,,,,,,,
47060797,Pit,None,,,,,,,,
47060788,Pug,None,,,,,,,,
47060793,Pit,None,,,,,,,,
47060778,Border,None,,,,,,,,
47060777,Great,None,,,,,,,,
47060771,Hound,None,,,,,,,,
47060774,English,None,,,,,,,,
47060764,Labrador,None,,,,,,,,
47060744,Terrier,None,,,,,,,,
47060756,Dachshund,None,,,,,,,,
47060753,Husky,None,,,,,,,,
47060743,Dachshund,None,,,,,,,,
47060748,Dachshund,None,,,,,,,,
47060742,Dachshund,None,,,,,,,,
47060741,Dachshund,None,,,,,,,,
47060749,Terrier,None,,,,,,,,
47060740,Labrador,None,,,,,,,,
47060737,German,None,,,,,,,,
47060738,Pit,None,,,,,,,,
47060724,Dachshund,Black,,,,,,,,
47060639,English,White,,,,,,,,
47060601,Labrador,Brown,,,,,,,,
47060694,Shepherd,Brown,,,,,,,,
47060621,Labrador,Brown,,,,,,,,
47060663,Yorkshire,Black,,,,,,,,
47060722,Pointer,None,,,,,,,,
47060721,Beagle,None,,,,,,,,
47060719,Labrador,None,,,,,,,,
47060720,Husky,None,,,,,,,,
47060687,Beagle,Tricolor,,,,,,,,
47060709,Pit,None,,,,,,,,
47060647,Yorkshire,None,,,,,,,,
47060705,Mixed,None,,,,,,,,
47060691,Shih,None,,,,,,,,
47060689,Terrier,None,,,,,,,,
47060682,German,Black,,,,,,,,
47060684,Terrier,Yellow,,,,,,,,
47060686,Boxer,None,,,,,,,,
47060665,Bichon,White,,,,,,,,
47060669,Retriever,Black,,,,,,,,
47060664,Plott,Black,,,,,,,,
47060672,German,None,,,,,,,,
47060670,German,None,,,,,,,,
47060671,German,None,,,,,,,,
47060574,Great,None,,,,,,,,
47060637,Australian,Tricolor,,,,,,,,
47060666,Retriever,Black,,,,,,,,
47060660,Chihuahua,Black,,,,,,,,
47060658,Australian,Black,,,,,,,,
47060636,Schnoodle,Black,,,,,,,,
47060654,Retriever,Bicolor,,,,,,,,
47060641,Terrier,Gray,,,,,,,,
47060624,Wirehaired,Black,,,,,,,,
47060631,Terrier,Bicolor,,,,,,,,
47060607,German,Black,,,,,,,,
47060627,Retriever,Brindle,,,,,,,,
47060628,Plott,Black,,,,,,,,
47060561,Boxer,Black,,,,,,,,
47060600,Golden,None,,,,,,,,
47060623,Retriever,Bicolor,,,,,,,,
47060626,Corgi,None,,,,,,,,
47060625,Pit,None,,,,,,,,
47060584,Plott,Black,,,,,,,,
47060585,Terrier,Black,,,,,,,,
47060604,Labrador,Yellow,,,,,,,,
47060581,Hound,Red,,,,,,,,
47060620,Catahoula,None,,,,,,,,
47060618,Anatolian,None,,,,,,,,
47060619,Great,None,,,,,,,,
47060608,Pit,None,,,,,,,,
47060609,Pit,None,,,,,,,,
47060617,Pit,None,,,,,,,,
47060616,Pit,None,,,,,,,,
47060614,Pit,None,,,,,,,,
47060613,Pit,None,,,,,,,,
47060611,Pit,None,,,,,,,,
47060612,Pit,None,,,,,,,,
47060615,Labrador,None,,,,,,,,
47060610,Pit,None,,,,,,,,
47060589,Labrador,Yellow,,,,,,,,
47060599,Mixed,None,,,,,,,,
47060576,Chow,Black,,,,,,,,
47060587,Great,None,,,,,,,,
47060543,Plott,White,,,,,,,,
47060579,Labrador,None,,,,,,,,
47060536,Chihuahua,None,,,,,,,,
47060445,Terrier,Black,,,,,,,,
47060538,Pit,Black,,,,,,,,
47060572,Shepherd,None,,,,,,,,
47060571,Pit,None,,,,,,,,
47060528,Pit,Brown,,,,,,,,
47060413,Terrier,Brindle,,,,,,,,
47060522,Labrador,Apricot,,,,,,,,
47060557,German,None,,,,,,,,
47060550,Neapolitan,None,,,,,,,,
47060541,Labrador,None,,,,,,,,
47060539,Pit,Bicolor,,,,,,,,
47060431,Boxer,Sable,,,,,,,,
47060546,Pit,None,,,,,,,,
47060547,Pit,None,,,,,,,,
47060524,Mixed,Black,,,,,,,,
47060513,Chihuahua,Black,,,,,,,,
47059997,Terrier,Tricolor,,,,,,,,
47060531,Mixed,None,,,,,,,,
47060433,Doberman,Bicolor,,,,,,,,
47060470,Canaan,Golden,,,,,,,,
47060463,Jack,White,,,,,,,,
47060502,Australian,None,,,,,,,,
47060458,Labrador,Yellow,,,,,,,,
47060466,Chihuahua,None,,,,,,,,
47060448,Husky,Gray,,,,,,,,
47060456,German,Brown,,,,,,,,
47060437,Hound,Brindle,,,,,,,,
47060511,Retriever,None,,,,,,,,
47060510,Pug,None,,,,,,,,
47060508,Pointer,None,,,,,,,,
47060506,Labrador,None,,,,,,,,
